4.132664616918191314e-05,-1.474764139857143164e-04,3.796246892306953669e-05,-8.771580905886366963e-05,-1.363525225315243006e-04,-1.882488140836358070e-04,8.699234604137018323e-05,-6.860508619865868241e-06,-1.631610939512029290e-04,-1.744892360875383019e-04,-1.473075390094891191e-04,1.316435809712857008e-04,1.285236357944086194e-04,2.147035411326214671e-04,-2.193320324295200408e-05,1.439639163436368108e-04,9.802813292481005192e-05,-3.526147920638322830e-04,3.357785171829164028e-04,1.783220795914530754e-06,1.026616810122504830e-04,-2.581250737421214581e-04,1.193925418192520738e-04,6.291411409620195627e-05,1.059707356034778059e-04,-2.007453149417415261e-04,-1.223348081111907959e-04,1.493440358899533749e-04
3.840212593786418438e-04,2.187603531638160348e-04,2.808087447192519903e-04,-1.199435791932046413e-04,2.291816781507804990e-04,1.110993034671992064e-04,5.986070027574896812e-04,5.084809381514787674e-04,5.457620136439800262e-04,4.401665064506232738e-04,2.749931882135570049e-04,8.123934967443346977e-04,6.504000630229711533e-04,1.057288376614451408e-03,3.415397368371486664e-04,6.663205567747354507e-04,1.596658694325014949e-04,6.503188051283359528e-04,9.857597760856151581e-04,9.687913116067647934e-04,1.047384110279381275e-03,8.120414568111300468e-04,7.560761296190321445e-04,4.400398465804755688e-04,2.467905287630856037e-04,-5.490613693837076426e-05,-1.459828054066747427e-04,1.457142498111352324e-04
1.982182002393528819e-04,-5.742044595535844564e-05,1.886683166958391666e-04,2.729309780988842249e-04,7.464020745828747749e-04,5.045350990258157253e-04,7.621166296303272247e-04,8.817028719931840897e-04,1.001018914394080639e-03,2.167247293982654810e-04,2.654847339726984501e-04,3.028708742931485176e-04,3.131894045509397984e-04,3.011673979926854372e-04,3.106071089860051870e-04,7.548638386651873589e-04,1.130062853917479515e-03,9.105912176892161369e-04,1.107154064811766148e-03,1.346586039289832115e-03,4.940146463923156261e-04,8.545901509933173656e-04,7.666639285162091255e-04,7.310416549444198608e-04,3.254899638704955578e-04,1.504990214016288519e-04,-8.323470683535560966e-05,-1.325141056440770626e-05
9.394971129950135946e-05,8.740701741771772504e-05,-2.826018608175218105e-04,3.687757998704910278e-04,7.118806242942810059e-04,2.159376454073935747e-04,4.013665311504155397e-04,2.141759614460170269e-05,1.833339774748310447e-04,9.444995521334931254e-05,-1.929215504787862301e-04,-3.440899017732590437e-04,-4.980952944606542587e-04,3.010020591318607330e-04,6.363338325172662735e-04,6.922730826772749424e-04,2.166641497751697898e-04,-3.959253444918431342e-05,9.055343689396977425e-04,1.071849721483886242e-03,9.626795072108507156e-04,1.426919712685048580e-03,1.099477987736463547e-03,5.159371066838502884e-04,1.519805227871984243e-04,6.062784232199192047e-04,5.440664826892316341e-04,-4.562808317132294178e-05
-7.910531712695956230e-05,-8.458872616756707430e-05,-6.894074613228440285e-04,-5.616826820187270641e-04,-6.308124866336584091e-04,-2.733272849582135677e-04,-3.347879974171519279e-04,-5.068262107670307159e-04,-7.705714670009911060e-04,5.236736615188419819e-05,1.086882548406720161e-06,-2.725116792134940624e-04,-6.973459967412054539e-04,-2.167684870073571801e-04,3.429049684200435877e-04,3.401032299734652042e-04,-1.905122189782559872e-05,2.836494822986423969e-04,3.869763750117272139e-04,-3.318192320875823498e-04,2.470291219651699066e-04,1.035206951200962067e-03,4.949767608195543289e-04,1.463455962948501110e-03,1.188129186630249023e-03,9.152160491794347763e-04,6.039632135070860386e-04,2.631427487358450890e-04
1.722521556075662374e-04,-7.553019531769677997e-05,-1.715125108603388071e-04,-3.599172487156465650e-05,-7.765071932226419449e-04,-6.758698727935552597e-04,-1.101594651117920876e-03,-7.945743855088949203e-04,-2.874137135222554207e-04,-2.025233989115804434e-04,-3.576374729163944721e-05,-4.256999818608164787e-05,-5.317659088177606463e-05,6.854980892967432737e-05,-1.293546520173549652e-04,-1.027713005896657705e-04,-3.194476594217121601e-04,3.027550410479307175e-04,5.327959079295396805e-04,9.527694783173501492e-05,3.170775307808071375e-04,1.221946557052433491e-03,1.172271789982914925e-03,1.024111639708280563e-03,9.658471681177616119e-04,5.657202564179897308e-04,5.027425941079854965e-04,-8.348823757842183113e-05
2.069508627755567431e-05,-4.695928073488175869e-04,1.482816005591303110e-04,-1.216389006003737450e-03,-8.685612701810896397e-04,-9.164708317257463932e-04,-1.158634666353464127e-03,-9.397933026775717735e-04,-2.737144241109490395e-04,-1.046845922246575356e-03,-4.064015229232609272e-04,-1.489016867708414793e-04,-4.661262209992855787e-05,-3.700332599692046642e-04,-1.544092083349823952e-04,4.398555029183626175e-05,3.343875287100672722e-04,1.426649105269461870e-04,2.598230203147977591e-04,6.687176646664738655e-04,6.367713212966918945e-04,6.201074575074017048e-04,8.537145913578569889e-04,9.262772509828209877e-04,1.449360512197017670e-03,1.501902705058455467e-03,5.639645387418568134e-04,-2.628060610732063651e-05
1.242333819391205907e-04,-8.969252812676131725e-04,2.398951473878696561e-04,-1.393256476148962975e-03,-1.110451063141226768e-03,-5.490779876708984375e-04,-8.714788127690553665e-04,-3.681973612401634455e-04,-6.506016943603754044e-04,-2.344331442145630717e-04,8.990502101369202137e-05,-1.955315819941461086e-04,-2.676050644367933273e-04,-6.280651432462036610e-04,4.717003321275115013e-06,4.319895524531602859e-04,3.922511823475360870e-04,2.134674577973783016e-04,7.888232939876616001e-04,1.055708999047055840e-04,6.647156551480293274e-04,6.069263909012079239e-04,4.270077915862202644e-04,5.329091800376772881e-04,6.392104551196098328e-04,9.322251426056027412e-04,8.645529160276055336e-04,4.768119833897799253e-05
3.141654306091368198e-04,-3.341376723255962133e-04,1.296755508519709110e-04,-5.904928548261523247e-04,-8.342481451109051704e-04,-6.346572190523147583e-04,-6.285103154368698597e-04,-8.049887837842106819e-04,-7.777307182550430298e-04,-5.948998150415718555e-04,-5.025959108024835587e-04,-1.996129285544157028e-04,-5.186792695894837379e-04,-2.324088272871449590e-04,-4.632690979633480310e-04,-1.151587930507957935e-04,2.018701052293181419e-04,-3.715103957802057266e-04,-5.010979366488754749e-04,-2.988210471812635660e-04,-1.302966848015785217e-05,1.239960402017459273e-04,-9.676266927272081375e-05,6.624119123443961143e-04,1.178537495434284210e-03,8.889553137123584747e-04,5.924160941503942013e-04,3.699381486512720585e-04
-2.821952512022107840e-04,-6.034097168594598770e-04,-5.034106434322893620e-04,-9.804137516766786575e-04,-1.588454324519261718e-04,-5.949555197730660439e-04,-1.214822055771946907e-03,-8.451896719634532928e-04,-7.142281392589211464e-04,-2.120410208590328693e-04,-1.274647365789860487e-04,4.144951817579567432e-04,2.507987956050783396e-04,3.495475102681666613e-04,3.185437526553869247e-05,-6.659246282652020454e-04,-1.297742244787514210e-03,-1.888190628960728645e-03,-1.500434940680861473e-03,-1.399463857524096966e-03,-1.477334299124777317e-03,-1.018943963572382927e-03,-1.351036364212632179e-03,-1.933358144015073776e-04,1.227290835231542587e-03,8.328375406563282013e-04,2.881152322515845299e-04,-4.529849684331566095e-05
